Animal_ID,Admission,Found_Location,Type,Condition,Animal_Type,Admission_Sex,Admission_Age,Breed,Colour,Discharge,DOB,Discharge_Sex,Discharge_Age,binary_outcome,Admission_Spayed/Neutered,Discharge_Spayed/Neutered,Found_Area,Mix/PureBred,Mixed/Single_Color,Time_In_Shelter,Admission_Month
A749617,2017-05-16 11:23:00,7700 Beauregard Cir in Austin (TX),Stray,Normal,Dog,Male,0,Labrador Retriever Mix,Brown Merle,2017-07-21 09:55:00,2017-05-16 00:00:00,Male,66,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,65,5
A710831,2015-08-28 13:44:00,2507 Walter St in Austin (TX),Stray,Normal,Cat,Female,61,Domestic Shorthair Mix,Brown Tabby/White,2015-09-01 16:28:00,2015-06-28 00:00:00,Female,65,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,4,8
A620608,2018-04-14 16:57:00,1003 Romeria Drive in Austin (TX),Stray,Normal,Dog,Male,5530,Maltese Mix,White,2018-04-15 13:52:00,2003-02-22 00:00:00,Male,5531,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,0,4
A745654,2017-03-21 16:21:00,5010 Old Manor Rd in Austin (TX),Stray,Normal,Cat,Male,7,Domestic Medium Hair Mix,Blue Tabby,2017-03-23 08:42:00,2017-03-14 00:00:00,Male,9,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,1,3
A665250,2013-10-15 16:42:00,Austin (TX),Owner Surrender,Normal,Dog,Female,183,Pit Bull Mix,White,2013-10-20 13:01:00,2013-04-15 00:00:00,Female,188,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,4,10
A725355,2016-04-28 12:51:00,11410 Century Oaks Terrace in Austin (TX),Stray,Normal,Dog,Female,60,Labrador Retriever Mix,Black,2016-05-02 17:24:00,2016-02-28 00:00:00,Female,64,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,4,4
A752385,2017-06-21 16:39:00,17004 Round Mountain in Travis (TX),Stray,Normal,Dog,Female,38,Australian Cattle Dog Mix,Blue/White,2017-06-26 15:01:00,2017-05-14 00:00:00,Female,43,0.0,Intact,Intact,Travis (TX),Mixed,Mixed Colour,4,6
A691940,2014-12-20 16:33:00,Austin (TX),Owner Surrender,Normal,Dog,Female,952,Basenji Mix,Tricolor,2014-12-27 13:11:00,2012-05-12 00:00:00,Female,959,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,6,12
A700528,2015-04-15 11:57:00,Austin (TX),Euthanasia Request,Aged,Dog,Male,5113,Chihuahua Shorthair Mix,Sable,2015-04-15 12:36:00,2001-04-15 00:00:00,Male,5113,1.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,4
A785754,2018-12-09 12:14:00,16206 Greenwood Drive in Travis (TX),Stray,Normal,Dog,Male,730,Golden Retriever Mix,White,2018-12-19 17:25:00,2016-12-09 00:00:00,Male,740,0.0,Intact,Neutered,Travis (TX),Mixed,Single colour,10,12
A703111,2015-05-20 16:41:00,6902 Highland Circle #B in Austin (TX),Stray,Normal,Dog,Male,61,Cardigan Welsh Corgi/Australian Cattle Dog,Red/White,2015-05-23 18:01:00,2015-03-20 00:00:00,Male,64,0.0,Intact,Neutered,Austin (TX),Purebred,Mixed Colour,3,5
A674256,2014-03-10 13:40:00,2520 Elmont in Austin (TX),Wildlife,Sick,Raccoon,Unknown,2557,Raccoon Mix,Black/Gray,2014-03-10 14:00:00,2007-03-10 00:00:00,Unknown,2557,1.0,Unknown,Unknown,Austin (TX),Mixed,Mixed Colour,0,3
A689344,2014-10-02 14:09:00,21506 Ann Showers in Travis (TX),Stray,Normal,Dog,Male,149,Border Collie/German Shepherd,Black/Tricolor,2014-10-07 18:15:00,2014-05-06 00:00:00,Male,154,0.0,Intact,Neutered,Travis (TX),Purebred,Mixed Colour,5,10
A771487,2018-05-05 16:24:00,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Female,52,Labrador Retriever Mix,Brown,2018-05-09 16:04:00,2018-03-14 00:00:00,Female,56,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,3,5
A792657,2019-04-13 15:13:00,Manchaca @ Slaughter in Austin (TX),Stray,Sick,Dog,Male,3652,Beagle Mix,Tricolor,2019-04-13 18:27:00,2009-04-13 00:00:00,Male,3652,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,4
A726291,2016-07-24 14:02:00,Austin (TX),Owner Surrender,Normal,Dog,Female,1353,Akita Mix,Tan/White,2016-07-31 17:58:00,2012-11-09 00:00:00,Female,1360,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,7,7
A785786,2018-12-09 18:22:00,16801 High Noon Road in Del Valle (TX),Stray,Normal,Dog,Female,183,Labrador Retriever Mix,Yellow,2018-12-12 16:04:00,2018-06-09 00:00:00,Female,186,0.0,Intact,Intact,Del Valle (TX),Mixed,Single colour,2,12
A760743,2017-10-23 11:53:00,Oxen Way Oxsheer Drive in Austin (TX),Stray,Normal,Cat,Female,365,American Shorthair Mix,Black/Black,2017-10-27 10:52:00,2016-10-23 00:00:00,Female,369,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,3,10
A739745,2016-12-06 15:13:00,10020 Cow Creek Rd in Travis (TX),Stray,Pregnant,Cat,Female,731,Domestic Shorthair Mix,Orange Tabby/White,2016-12-29 14:44:00,2014-12-06 00:00:00,Female,754,0.0,Intact,Spayed,Travis (TX),Mixed,Mixed Colour,22,12
A713747,2015-10-12 10:51:00,Austin (TX),Owner Surrender,Normal,Cat,Female,1095,Domestic Medium Hair Mix,Black/White,2015-10-21 12:55:00,2012-10-12 00:00:00,Female,1104,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,9,10
A671232,2014-01-21 13:03:00,10601 Turner Dr in Austin (TX),Stray,Normal,Dog,Female,245,Pit Bull Mix,White/Tan,2014-02-09 17:12:00,2013-05-21 00:00:00,Female,264,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,19,1
A741615,2017-01-05 11:02:00,Woodland Dr And Parker Ln in Austin (TX),Stray,Normal,Cat,Female,731,Siamese Mix,Chocolate Point,2017-01-05 18:05:00,2015-01-05 00:00:00,Female,731,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,1
A690720,2014-10-24 17:58:00,Kilmartin Ln in Austin (TX),Stray,Normal,Dog,Male,365,Border Collie Mix,Black/White,2014-10-30 14:04:00,2013-10-24 00:00:00,Male,371,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,5,10
A758245,2017-09-13 10:48:00,4534 Westgate in Austin (TX),Stray,Sick,Cat,Male,123,Domestic Shorthair Mix,Black,2017-09-13 12:09:00,2017-05-13 00:00:00,Male,123,1.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,9
A768896,2018-03-26 21:47:00,4028 Camacho St in Austin (TX),Wildlife,Normal,Bat,Unknown,365,Bat Mix,Brown,2018-03-27 08:01:00,2017-03-26 00:00:00,Unknown,366,1.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,3
A696357,2015-02-03 12:51:00,11150 Research Blvd in Austin (TX),Stray,Normal,Dog,Female,168,Labrador Retriever/Staffordshire,Black/White,2015-02-09 17:32:00,2014-08-19 00:00:00,Female,174,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,6,2
A767582,2018-03-03 16:29:00,9129 Metric in Austin (TX),Stray,Nursing,Cat,Female,22,Domestic Medium Hair Mix,Black/White,2018-03-11 14:24:00,2018-02-09 00:00:00,Female,30,1.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,7,3
A728696,2016-06-07 11:39:00,Get Directions in Austin (TX),Stray,Normal,Cat,Male,53,Domestic Shorthair Mix,Brown Tabby,2016-06-19 13:16:00,2016-04-15 00:00:00,Male,65,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,12,6
A710128,2015-08-18 11:46:00,5505 Rogers Lane in Austin (TX),Public Assist,Injured,Cat,Male,61,Domestic Shorthair Mix,Orange Tabby,2015-09-21 18:26:00,2015-06-18 00:00:00,Male,95,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,34,8
A685580,2014-08-09 14:03:00,6600 Elm Creek Dr in Austin (TX),Stray,Normal,Cat,Female,22,Domestic Shorthair Mix,Black,2014-08-09 15:58:00,2014-07-18 00:00:00,Female,22,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,8
A707148,2015-07-08 16:09:00,4618 Blue Meadow Dr in Austin (TX),Owner Surrender,Other,Dog,Male,730,Pit Bull Mix,Brown,2015-07-09 09:40:00,2013-07-08 00:00:00,Male,731,1.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,7
A670184,2014-01-03 11:40:00,Austin (TX),Owner Surrender,Normal,Dog,Male,640,German Shepherd Mix,Brown Brindle,2014-01-18 10:57:00,2012-04-03 00:00:00,Male,655,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,14,1
A806923,2019-10-17 17:49:00,Loyola And Decker Lane in Austin (TX),Stray,Normal,Dog,Male,730,Labrador Retriever,Tan,2019-10-23 12:51:00,2017-10-17 00:00:00,Male,736,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,5,10
A675168,2014-03-24 16:22:00,Austin (TX),Stray,Normal,Dog,Female,365,Chihuahua Shorthair Mix,Blue/Tan,2014-04-06 17:01:00,2013-03-24 00:00:00,Female,378,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,13,3
A601172,2014-07-29 16:09:00,7402 Ladybug St in Austin (TX),Public Assist,Normal,Dog,Female,2810,Rottweiler,Black/Tan,2014-08-07 12:26:00,2006-11-18 00:00:00,Female,2819,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,8,7
A794437,2019-05-08 12:08:00,2705 Hoeke Lane in Austin (TX),Owner Surrender,Normal,Cat,Male,61,Domestic Shorthair,Orange Tabby,2019-05-15 17:10:00,2019-03-08 00:00:00,Male,68,0.0,Intact,Neutered,Austin (TX),Purebred,Single colour,7,5
A801238,2019-08-01 16:06:00,Comanche Trail And Lakeview Drive in Austin (TX),Stray,Normal,Cat,Unknown,153,Domestic Shorthair,Brown Tabby,2019-08-06 11:51:00,2019-03-01 00:00:00,Unknown,158,0.0,Unknown,Unknown,Austin (TX),Purebred,Single colour,4,8
A762790,2017-11-27 13:42:00,Mattie St & Camacho in Austin (TX),Public Assist,Normal,Dog,Male,1096,Jack Russell Terrier Mix,White/Red,2017-12-15 11:50:00,2014-11-27 00:00:00,Male,1114,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,17,11
A729834,2016-06-24 14:02:00,Austin (TX),Owner Surrender,Normal,Dog,Male,1096,Bulldog/Labrador Retriever,Black/White,2018-02-20 13:12:00,2013-06-24 00:00:00,Male,1702,0.0,Neutered,Neutered,Austin (TX),Purebred,Mixed Colour,605,6
A751958,2017-06-15 17:57:00,Johhny Morris And Fm 969 in Austin (TX),Stray,Normal,Dog,Male,2553,Great Pyrenees,White,2017-06-22 12:20:00,2010-06-19 00:00:00,Male,2560,0.0,Intact,Neutered,Austin (TX),Purebred,Single colour,6,6
A753094,2017-07-01 14:04:00,10507 Mellow Meadow in Austin (TX),Stray,Normal,Cat,Male,122,Domestic Shorthair Mix,Brown Tabby,2017-07-06 18:52:00,2017-03-01 00:00:00,Male,127,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,5,7
A682156,2014-06-24 23:23:00,4610 Pack Saddle Pass in Austin (TX),Wildlife,Normal,Bat,Unknown,365,Bat Mix,Brown,2014-06-25 08:25:00,2013-06-24 00:00:00,Unknown,366,1.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,6
A700574,2015-04-16 11:51:00,S Hwy 183 And 1625 in Austin (TX),Stray,Normal,Dog,Male,59,Australian Cattle Dog Mix,Red Merle/White,2015-07-05 19:01:00,2015-02-16 00:00:00,Male,139,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,80,4
A710540,2015-08-24 13:25:00,12151 N Ih35 in Austin (TX),Stray,Normal,Cat,Male,10,Domestic Shorthair Mix,Blue/White,2015-10-17 14:45:00,2015-08-14 00:00:00,Male,64,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,54,8
A697967,2015-03-04 12:18:00,W Anderson Ln And Hardy Dr in Austin (TX),Stray,Normal,Dog,Female,147,Australian Kelpie Mix,Black/Brown,2015-03-08 18:19:00,2014-10-08 00:00:00,Female,151,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,4,3
A689085,2014-09-29 12:36:00,Austin (TX),Owner Surrender,Normal,Dog,Male,549,American Bulldog/Labrador Retriever,White/Blue,2014-10-09 15:24:00,2013-03-29 00:00:00,Male,559,0.0,Neutered,Neutered,Austin (TX),Purebred,Mixed Colour,10,9
A688235,2014-09-16 15:05:00,1807 W Slaughter Ln in Austin (TX),Stray,Normal,Cat,Female,243,Domestic Shorthair Mix,Silver Tabby,2014-09-18 09:00:00,2014-01-16 00:00:00,Female,245,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,1,9
A739765,2016-12-06 21:18:00,4808 Brook Crest in Austin (TX),Stray,Normal,Dog,Female,77,Great Pyrenees Mix,White/Tan,2016-12-13 11:29:00,2016-09-20 00:00:00,Female,84,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,6,12
A718100,2015-12-21 13:55:00,3116 River Rd in Travis (TX),Stray,Normal,Cat,Male,183,Domestic Shorthair Mix,Cream Tabby,2016-01-03 17:34:00,2015-06-21 00:00:00,Male,196,0.0,Intact,Neutered,Travis (TX),Mixed,Single colour,13,12
A754061,2017-07-14 18:41:00,8312 North Ih 35 in Austin (TX),Stray,Normal,Dog,Male,365,Staffordshire Mix,Brown/White,2017-10-31 00:00:00,2016-07-14 00:00:00,Male,474,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,108,7
A749972,2017-05-22 11:09:00,6209 Tara Dr in Austin (TX),Stray,Normal,Cat,Female,27,Siamese Mix,Chocolate Point,2017-05-23 11:25:00,2017-04-25 00:00:00,Female,28,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,1,5
A764968,2018-01-13 17:14:00,Austin (TX),Public Assist,Normal,Dog,Female,731,Boxer/Pit Bull,Brown/White,2018-08-11 18:24:00,2016-01-13 00:00:00,Female,941,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,210,1
A750531,2017-05-28 13:45:00,508 Howard in Austin (TX),Stray,Normal,Dog,Female,61,Yorkshire Terrier Mix,Brown/Black,2017-06-01 18:32:00,2017-03-28 00:00:00,Female,65,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,4,5
A701014,2015-04-22 16:19:00,Austin (TX),Owner Surrender,Normal,Dog,Female,335,American Bulldog Mix,White/Tan,2015-05-02 12:52:00,2014-05-22 00:00:00,Female,345,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,9,4
A764893,2018-01-08 12:37:00,Bramble Bush And Thaxton Road in Austin (TX),Stray,Nursing,Dog,Male,35,Golden Retriever/Labrador Retriever,Brown/White,2018-02-08 12:19:00,2017-12-04 00:00:00,Male,66,0.0,Intact,Neutered,Austin (TX),Purebred,Mixed Colour,30,1
A717461,2015-12-08 11:37:00,5500 Ross Rd in Austin (TX),Stray,Normal,Dog,Male,365,German Shepherd Mix,Sable,2015-12-13 18:07:00,2014-12-08 00:00:00,Male,370,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,5,12
A758399,2017-09-16 01:42:00,810 Red River St in Austin (TX),Public Assist,Normal,Dog,Male,1461,Border Terrier Mix,White,2017-09-20 13:24:00,2013-09-16 00:00:00,Male,1465,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,4,9
A686461,2014-08-22 11:57:00,2325 Deadwood in Austin (TX),Stray,Normal,Cat,Male,38,Domestic Medium Hair Mix,Blue Tabby,2014-09-11 17:11:00,2014-07-15 00:00:00,Male,58,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,20,8
A670006,2013-12-31 17:39:00,8105 Research #  46 in Austin (TX),Stray,Normal,Dog,Male,731,Chihuahua Shorthair Mix,Brown/White,2014-01-09 11:57:00,2011-12-31 00:00:00,Male,740,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,8,12
A701532,2015-05-01 11:07:00,Dessau Rd And Howard Ln in Austin (TX),Stray,Aged,Dog,Female,5478,Yorkshire Terrier Mix,Silver/Tan,2015-05-10 14:32:00,2000-05-01 00:00:00,Female,5487,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,9,5
A804099,2019-09-10 16:10:00,Pflugerville (TX),Owner Surrender,Normal,Cat,Male,1461,Domestic Shorthair,Black/White,2019-10-13 18:08:00,2015-09-10 00:00:00,Male,1494,0.0,Neutered,Neutered,Pflugerville (TX),Purebred,Mixed Colour,33,9
A704947,2015-06-11 11:01:00,21608 Highclimb Ct in Travis (TX),Stray,Normal,Cat,Male,31,Domestic Medium Hair Mix,Black/White,2015-08-10 13:10:00,2015-05-11 00:00:00,Male,91,0.0,Intact,Neutered,Travis (TX),Mixed,Mixed Colour,60,6
A798731,2019-06-29 16:18:00,10323 Us 290 in Manor (TX),Stray,Normal,Dog,Female,46,German Shepherd Mix,Tan/Black,2019-07-11 17:55:00,2019-05-14 00:00:00,Female,58,0.0,Intact,Spayed,Manor (TX),Mixed,Mixed Colour,12,6
A735505,2016-09-25 17:50:00,Travis (TX),Public Assist,Normal,Dog,Female,1097,Pit Bull Mix,Brown/White,2016-09-30 13:59:00,2013-09-24 00:00:00,Female,1102,0.0,Intact,Intact,Travis (TX),Mixed,Mixed Colour,4,9
A806369,2019-10-09 16:03:00,Austin (TX),Owner Surrender,Normal,Dog,Male,730,Labrador Retriever Mix,White/Tan,2019-10-18 16:16:00,2017-10-09 00:00:00,Male,739,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,9,10
A716062,2015-11-13 15:10:00,11001 S 1St St in Austin (TX),Public Assist,Normal,Dog,Female,1780,Labrador Retriever Mix,Tan,2015-12-01 12:57:00,2010-12-29 00:00:00,Female,1798,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,17,11
A683242,2014-07-09 12:58:00,14811 Chicadee in Pflugerville (TX),Public Assist,Normal,Cat,Male,366,Domestic Shorthair Mix,Blue/White,2014-08-02 17:05:00,2013-07-08 00:00:00,Male,390,0.0,Intact,Neutered,Pflugerville (TX),Mixed,Mixed Colour,24,7
A703299,2015-05-22 18:15:00,Jonah Lee Ct in Manor (TX),Stray,Normal,Dog,Female,89,Anatol Shepherd Mix,Sable,2015-05-26 17:13:00,2015-02-22 00:00:00,Female,93,0.0,Intact,Spayed,Manor (TX),Mixed,Single colour,3,5
A677552,2014-04-26 12:04:00,2500 Magin Meadow Dr in Austin (TX),Stray,Normal,Cat,Female,22,Domestic Shorthair Mix,Brown Tabby,2014-04-26 15:31:00,2014-04-04 00:00:00,Female,22,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,4
A721091,2016-02-20 19:04:00,10901 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Male,820,German Shepherd,Brown/Black,2016-02-22 12:13:00,2013-11-22 00:00:00,Male,822,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,1,2
A722560,2016-07-27 12:15:00,15400 Blk E 290 in Travis (TX),Stray,Normal,Dog,Male,403,Labrador Retriever Mix,Black,2016-07-29 18:45:00,2015-06-20 00:00:00,Male,405,0.0,Neutered,Neutered,Travis (TX),Mixed,Single colour,2,7
A665070,2013-10-13 11:13:00,13203 Von Quintus Rd in Austin (TX),Stray,Normal,Cat,Female,30,Domestic Shorthair Mix,Brown Tabby,2013-12-07 16:45:00,2013-09-13 00:00:00,Female,85,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,55,10
A766154,2018-02-03 10:49:00,5701 Johnny Morris Road in Austin (TX),Stray,Normal,Dog,Female,230,Miniature Schnauzer Mix,Brown/Gray,2018-02-08 12:27:00,2017-06-18 00:00:00,Female,235,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,5,2
A802495,2019-08-19 11:23:00,7204 Chisos Pass in Austin (TX),Stray,Normal,Dog,Male,730,Cardigan Welsh Corgi Mix,Tricolor,2019-09-06 17:23:00,2017-08-19 00:00:00,Male,748,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,18,8
A809061,2019-11-18 13:07:00,Austin (TX),Owner Surrender,Sick,Dog,Female,3652,Miniature Poodle,White,2019-11-21 12:09:00,2009-11-18 00:00:00,Female,3655,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,2,11
A730199,2016-06-30 11:15:00,8902 Briardale Dr in Austin (TX),Stray,Normal,Cat,Female,50,Domestic Shorthair Mix,Brown Tabby,2016-08-15 18:46:00,2016-05-11 00:00:00,Female,96,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,46,6
A677993,2014-05-02 12:58:00,500 Mairo in Austin (TX),Stray,Normal,Cat,Female,30,Domestic Shorthair Mix,Tortie,2014-07-12 20:34:00,2014-04-02 00:00:00,Female,101,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,71,5
A727261,2016-05-20 12:56:00,Austin (TX),Stray,Normal,Cat,Male,22,Domestic Shorthair Mix,Brown Tabby,2016-05-23 00:00:00,2016-04-28 00:00:00,Male,25,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,2,5
A666935,2013-11-10 13:12:00,Austin (TX),Public Assist,Normal,Dog,Male,1462,German Shepherd Mix,Sable,2013-11-11 16:14:00,2009-11-09 00:00:00,Male,1463,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,1,11
A743560,2017-02-12 13:33:00,Bastrop (TX),Owner Surrender,Normal,Cat,Female,823,Domestic Shorthair Mix,Black,2017-02-22 12:47:00,2014-11-12 00:00:00,Female,833,0.0,Spayed,Spayed,Bastrop (TX),Mixed,Single colour,9,2
A693221,2014-12-04 11:20:00,6802 Viewing Place in Austin (TX),Stray,Normal,Cat,Female,91,Domestic Shorthair Mix,Black,2014-12-05 18:01:00,2014-09-04 00:00:00,Female,92,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,1,12
A784164,2018-11-12 16:33:00,Austin (TX),Owner Surrender,Normal,Dog,Female,730,Pit Bull Mix,Brown/White,2018-12-31 00:00:00,2016-11-12 00:00:00,Female,779,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,48,11
A671490,2014-01-25 14:28:00,2303 Vanderbilt Cir in Austin (TX),Stray,Normal,Cat,Female,365,Domestic Medium Hair Mix,Black/White,2014-01-27 16:25:00,2013-01-25 00:00:00,Female,367,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,2,1
A796804,2019-06-05 15:43:00,Austin (TX),Owner Surrender,Normal,Dog,Female,120,Belgian Malinois Mix,Brown/Black,2019-06-11 11:20:00,2019-02-05 00:00:00,Female,126,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,5,6
A705413,2015-06-17 08:04:00,7905 San Felipe #124 in Austin (TX),Stray,Injured,Cat,Male,1095,Domestic Shorthair Mix,Black,2015-06-21 11:20:00,2012-06-17 00:00:00,Male,1099,1.0,Intact,Intact,Austin (TX),Mixed,Single colour,4,6
A751186,2017-06-05 10:36:00,1110 Guadalupe St in Austin (TX),Public Assist,Injured,Dog,Female,2557,Cocker Spaniel Mix,Buff,2017-06-22 18:53:00,2010-06-05 00:00:00,Female,2574,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,17,6
A803907,2019-09-08 11:41:00,Austin (TX),Owner Surrender,Normal,Cat,Female,365,Domestic Shorthair,Torbie/White,2019-09-24 12:19:00,2018-09-08 00:00:00,Female,381,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,16,9
A722442,2016-03-16 16:43:00,Austin (TX),Public Assist,Normal,Dog,Female,731,Labrador Retriever Mix,Brown,2016-03-17 13:26:00,2014-03-16 00:00:00,Female,732,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,3
A688685,2014-09-22 12:17:00,7537 Cameron Road in Austin (TX),Stray,Normal,Cat,Male,92,Domestic Shorthair Mix,Black,2014-09-23 09:00:00,2014-06-22 00:00:00,Male,93,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,9
A772379,2018-05-18 16:29:00,Austin (TX),Owner Surrender,Normal,Dog,Female,1826,Boxer Mix,Tan/White,2018-06-03 17:40:00,2013-05-18 00:00:00,Female,1842,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,16,5
A735764,2016-09-28 18:56:00,Hwy 185 And I35 in Austin (TX),Stray,Normal,Cat,Female,730,Domestic Shorthair Mix,White/Blue,2016-10-05 15:08:00,2014-09-29 00:00:00,Female,737,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,6,9
A749065,2017-05-10 15:27:00,1336 Lamar Square Drive in Austin (TX),Stray,Normal,Cat,Male,61,Domestic Shorthair Mix,Blue Tabby,2017-05-15 22:59:00,2017-03-10 00:00:00,Male,66,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,5,5
A774392,2018-06-14 15:27:00,Austin (TX),Owner Surrender,Normal,Dog,Female,46,Australian Shepherd Mix,White/Tricolor,2018-06-15 12:37:00,2018-04-29 00:00:00,Female,47,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,6
A762347,2017-11-18 16:36:00,3218 Park Hills Drive in Austin (TX),Stray,Normal,Dog,Female,184,German Shepherd Mix,Black/Tan,2017-11-22 15:36:00,2017-05-18 00:00:00,Female,188,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,3,11
A680961,2014-06-10 16:35:00,7303 Manchaca in Austin (TX),Stray,Normal,Dog,Female,62,Bruss Griffon Mix,Brown,2014-06-18 17:02:00,2014-04-09 00:00:00,Female,70,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,8,6
A789016,2019-02-13 11:30:00,2453 Bastrop Highway in Travis (TX),Stray,Normal,Dog,Female,123,Border Terrier Mix,Tan/Black,2019-02-18 18:15:00,2018-10-13 00:00:00,Female,128,0.0,Intact,Spayed,Travis (TX),Mixed,Mixed Colour,5,2
A586357,2019-09-19 13:22:00,Austin (TX),Owner Surrender,Sick,Dog,Female,4365,Pit Bull Mix,Tan/White,2019-09-19 18:29:00,2007-10-07 00:00:00,Female,4365,1.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,0,9
A717497,2015-12-09 08:52:00,17816 Powder Creek Dr in Travis (TX),Stray,Normal,Dog,Female,1826,Pit Bull Mix,Red/White,2016-01-18 12:29:00,2010-12-09 00:00:00,Female,1866,0.0,Intact,Spayed,Travis (TX),Mixed,Mixed Colour,40,12
A679642,2014-05-24 12:53:00,3308 Thompson St in Austin (TX),Stray,Normal,Cat,Male,30,Siamese Mix,Flame Point,2014-05-27 17:29:00,2014-04-24 00:00:00,Male,33,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,3,5
A668012,2013-11-26 14:13:00,Austin (TX),Stray,Normal,Cat,Male,38,Domestic Shorthair Mix,Brown Tabby,2013-12-23 15:27:00,2013-10-19 00:00:00,Male,65,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,27,11
A794148,2019-05-04 12:57:00,Rundberg And Ih 35 in Austin (TX),Stray,Normal,Dog,Male,360,Border Collie/Chow Chow,Black/White,2019-07-02 17:37:00,2018-05-09 00:00:00,Male,419,0.0,Intact,Neutered,Austin (TX),Purebred,Mixed Colour,59,5
A717196,2015-12-10 17:35:00,1881 Grove Blvd in Austin (TX),Stray,Normal,Cat,Female,221,Domestic Shorthair Mix,Calico,2015-12-11 10:18:00,2015-05-03 00:00:00,Female,222,1.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,0,12
